contrast,treatment,control,gene,total_counts,pct_treatment,pct_control,mean_norm_treatment,mean_norm_control,mean_log1p_treatment,mean_log1p_control,avg_log1p_diff,log2fc_mean_norm,welch_t,welch_df,cohen_d_log1p,p_value,tested,padj_bh,n_treatment_cells,n_control_cells,neglog10_padj,in_top_gene_heatmap,sig
IFNg_vs_no_treatment,IFNg,no_treatment,Vcpip1,2194,0.21273681807806133,0.1988916256157683,0.4278739550129249,0.42011869556378734,0.2253649436413039,0.2144988429924027,0.0108661006489012,0.02135258979455451,1.1562175170743556,9148.972858053268,0.024072694296258603,0.2476223871519277,True,0.4814007884218893,4381,4872,0.3174932027876287,False,False
IFNg_vs_no_treatment,IFNg,no_treatment,Sgk3,1296,0.12029217073727354,0.13321018062397413,0.22616213965187285,0.27220355373538924,0.12293027813095167,0.14011411810645338,-0.017183839975501713,-0.19050250389194717,-2.2995014366332693,9247.84602580112,-0.047655952207092574,0.02149865478605722,True,0.09396321187254016,4381,4872,1.0270421464848944,False,False
IFNg_vs_no_treatment,IFNg,no_treatment,Snhg6,4903,0.4140607167313325,0.3606321839080465,0.9704740415273715,0.8177444167644721,0.4748047250000346,0.4090260274001924,0.06577869759984223,0.22208547388461297,5.364706731091837,9036.967711564655,0.11198209358906905,8.308635567229084e-08,True,2.392105791837746e-06,4381,4872,5.621219617411309,False,False
IFNg_vs_no_treatment,IFNg,no_treatment,Cops5,6034,0.45720155215703345,0.46531198686370434,1.1011525996079876,1.1064454946122178,0.534340885502363,0.5394393074261333,-0.005098421923770302,-0.006343289351006019,-0.3947295602650438,9136.806523570418,-0.008221059447445599,0.6930516983180497,True,0.8425507483161683,4381,4872,0.07440393134692758,False,False
IFNg_vs_no_treatment,IFNg,no_treatment,Cspp1,2095,0.20086738187628117,0.1937602627257844,0.41115122054274983,0.4057184086515043,0.2122171482053927,0.20649810149871617,0.005719046706676528,0.015415870678853666,0.6179438404898672,9143.941573236601,0.012867501492741655,0.5366277484121941,True,0.7382821930341719,4381,4872,0.1317776063984227,False,False
IFNg_vs_no_treatment,IFNg,no_treatment,Arfgef1,4125,0.34444190824012194,0.34380131362890154,0.8012733167914334,0.7893414294805843,0.3899238366838134,0.38741259393570066,0.002511242748112763,0.01922728435128556,0.2109245561336323,9136.474736544991,0.004392978488669551,0.8329508461243179,True,0.9182108875454814,4381,4872,0.03705756195892114,False,False
IFNg_vs_no_treatment,IFNg,no_treatment,Ncoa2,1389,0.13353115727002834,0.13587848932676577,0.282072659933224,0.2913157079876849,0.1411299513183208,0.1447787041473353,-0.003648752829014501,-0.03448599719356349,-0.45687989406040785,9183.397383905012,-0.009502341815869427,0.6477681825499747,True,0.8151913435782758,4381,4872,0.08874044069955479,False,False
IFNg_vs_no_treatment,IFNg,no_treatment,Tram1,7733,0.5227117096553257,0.5605500821018093,1.347123214722522,1.5426577183214487,0.6305671764869516,0.6996138596755521,-0.06904668318860052,-0.18284413149368667,-4.987290325255582,9205.633946898954,-0.10364164973697426,6.23503973083788e-07,True,1.5000772058309959e-05,4381,4872,4.823886388141988,False,False
IFNg_vs_no_treatment,IFNg,no_treatment,Lactb2,2086,0.2031499657612389,0.19601806239737732,0.3988444589235495,0.3818319025278527,0.21191976341740046,0.20459523590485912,0.00732452751254134,0.05006013050244246,0.8110715297813271,9113.928410259503,0.016901988925366297,0.41734577398358413,True,0.6436672387762622,4381,4872,0.19133859492691202,False,False
IFNg_vs_no_treatment,IFNg,no_treatment,Terf1,2356,0.21775850262496832,0.21120689655172972,0.4259221191119541,0.4377040923322287,0.22742062249666023,0.2261038517185841,0.0013167707780761262,-0.03196327701662054,0.13968112908300614,9183.440563207869,0.002905130884342924,0.8889150001316689,True,0.9478449331012917,4381,4872,0.02326270718399271,False,False
IFNg_vs_no_treatment,IFNg,no_treatment,Rpl7,66914,0.9696416343301565,0.9685960591133859,12.395107780773998,11.817647026834784,2.467982855549363,2.4242306315812487,0.04375222396811429,0.06826392202815545,3.5227828578727003,9142.523810535213,0.07335804940242292,0.00042912561395491857,True,0.004203218633976984,4381,4872,2.376418019211735,False,False
IFNg_vs_no_treatment,IFNg,no_treatment,Stau2,934,0.08856425473636119,0.09872742200328397,0.1663782771751841,0.18480233583195066,0.08978541770551608,0.09995178305773715,-0.010166365352221068,-0.09648454156733742,-1.5953332485174263,9220.318366315994,-0.03313092273396348,0.11067200693302758,True,0.2887490484653019,4381,4872,0.5394794382580663,False,False
IFNg_vs_no_treatment,IFNg,no_treatment,Ube2w,3101,0.2622688883816439,0.29022988505747666,0.5512517277699203,0.6044434242697801,0.28282274002899943,0.31184639270208514,-0.02902365267308571,-0.11326854963676432,-2.7577388742205002,9196.958319776366,-0.057328591885402694,0.005831756948235914,True,0.03534859592688657,4381,4872,1.4516278320315987,False,False
IFNg_vs_no_treatment,IFNg,no_treatment,Eloc,10715,0.6660579776307055,0.6451149425287558,1.9789174779245893,1.9323944219988978,0.8676534837875781,0.844273800479047,0.02337968330853113,0.03265208222758414,1.6260065044065342,9170.280210383738,0.033832626216636894,0.10398263266890172,True,0.27718657612805897,4381,4872,0.5572278060035063,False,False
IFNg_vs_no_treatment,IFNg,no_treatment,Tmem70,3571,0.3086053412462857,0.3181444991789854,0.6362710299572977,0.6690541979946217,0.33127999766829935,0.34561983872492286,-0.014339841056623504,-0.06284833670740614,-1.3114031866122677,9184.519440896032,-0.02727396324484715,0.18975436485367927,True,0.4083688899344152,4381,4872,0.3889473504353772,False,False
IFNg_vs_no_treatment,IFNg,no_treatment,Ly96,620,0.0598036977858938,0.06711822660098515,0.10597672064206914,0.12439718178371265,0.0593998205770524,0.06790654768985048,-0.008506727112798082,-0.12357326302967063,-1.625859919689579,9244.278213960464,-0.03371017420320341,0.10401354463391943,True,0.27718657612805897,4381,4872,0.5572278060035063,False,False
IFNg_vs_no_treatment,IFNg,no_treatment,Mcm3,11081,0.658753709198839,0.6383415435139761,2.0790682920913777,2.030488571359404,0.8825081251964225,0.8564564616271351,0.026051663569287453,0.032527098838497026,1.7474355170692164,9168.50951736629,0.03636121558581038,0.08059529846726776,True,0.2338625062619469,4381,4872,0.6310394003745803,False,False
IFNg_vs_no_treatment,IFNg,no_treatment,Ogfrl1,1205,0.11915087879479468,0.12151067323481103,0.2157839739428818,0.2192324922722389,0.11971685246068661,0.12171469019085945,-0.001997837730172841,-0.015669543912183854,-0.28561922512253685,9161.64926222361,-0.005944490665631709,0.7751762340840792,True,0.8902681936675297,4381,4872,0.05047914224941112,False,False
IFNg_vs_no_treatment,IFNg,no_treatment,Smap1,2633,0.2319105227117062,0.2504105090312068,0.47616605531817524,0.49914781166447814,0.24718554093926756,0.26417755915979846,-0.016992018220530897,-0.05642729738731413,-1.7233398902770514,9169.685889472692,-0.03585852240637244,0.08486078896028611,True,0.2415073944267387,4381,4872,0.6170695675643674,False,False
IFNg_vs_no_treatment,IFNg,no_treatment,Sdhaf4,1579,0.15065053640721127,0.15394088669950917,0.2695028378417315,0.280621638481089,0.1507222920369988,0.1550359638110732,-0.004313671774074407,-0.04277213714477836,-0.557813427574361,9183.816523291296,-0.011601426332161062,0.5769853890951703,True,0.76441886579337,4381,4872,0.11666860313344102,False,False
IFNg_vs_no_treatment,IFNg,no_treatment,Fam135a,867,0.08902077151335273,0.08538587848932667,0.17249324624177675,0.16614201550468016,0.09163403964599491,0.08731653589549936,0.004317503750495555,0.034024188278336975,0.6861506973223455,9113.510499117174,0.014298897370342614,0.4926355393811868,True,0.7032153311858091,4381,4872,0.15291166953721777,False,False
IFNg_vs_no_treatment,IFNg,no_treatment,Lmbrd1,1371,0.129879023054096,0.13936781609195484,0.24989577810414065,0.2719278352820823,0.13366554037642236,0.1446688746098074,-0.011003334233385037,-0.08809746717007155,-1.4422559451637789,9212.592716840476,-0.029962810025721553,0.14926417767450625,True,0.3537045401530197,4381,4872,0.45135936554360684,False,False
