Gene,preferred_symbol,selected_query,resolved_symbol,entrezgene,gene_name,program,program_evidence,annotation_blob
ID2,ID2,ID2,ID2,3398,inhibitor of DNA binding 2,Transcription / chromatin (likely general),transcription by rna pol,inhibitor of dna binding 2 | negative regulation of transcription by rna polymerase ii | negative regulation of transcription by rna polymerase ii | negative regulation of transcription by rna polymerase ii | membranous septum morphogenesis | bundle of his development | regulation of transcription by rna polymerase ii | regulation of transcription by rna polymerase ii | heart development | circadian rhythm | circadian rhythm | positive regulation of gene expression | positive regulation of gene expression | negative regulation of gene expression | negative regulation of gene expression | regulation of lipid metabolic process | olfactory bulb development | neuron differentiation | circadian regulation of gene expression | circadian regulation of gene expression | mammary gland epithelial cell proliferation | mammary gland epithelial cell proliferation | regulation of circadian rhythm | regulation of circadian rhythm | entrainment of circadian clock by photoperiod | entrainment of circadian clock by photoperiod | enucleate erythrocyte differentiation | locomotor rhythm | locomotor rhythm | negative regulation of b cell differentiation | positive regulation of fat cell differentiation | positive regulation of macrophage differentiation | regulation of neuron differentiation | positive regulation of blood pressure | positive regulation of blood pressure | negative regulation of dna-templated transcription | negative regulation of dna-templated transcription | positive regulation of dna-templated transcription | positive regulation of dna-templated transcription | embryonic digestive tract morphogenesis | embryonic digestive tract morphogenesis | positive regulation of smooth muscle cell proliferation | positive regulation of smooth muscle cell proliferation | neuron fate commitment | positive regulation of astrocyte differentiation | negative regulation of muscle cell differentiation | negative regulation of muscle cell differentiation | mammary gland alveolus development | mammary gland alveolus development | epithelial cell differentiation involved in mammary gland alveolus development | epithelial cell differentiation involved in mammary gland alveolus development | endodermal digestive tract morphogenesis | endodermal digestive tract morphogenesis | cellular senescence | cellular senescence | regulation of g1/s transition of mitotic cell cycle | regulation of neural precursor cell proliferation | transcription corepressor activity | protein binding | transmembrane transporter binding | protein dimerization activity | rna polymerase ii-specific dna-binding transcription factor binding | rna polymerase ii-specific dna-binding transcription factor binding | transcription regulator inhibitor activity | transcription regulator inhibitor activity | transcription regulator inhibitor activity
LOXL1,LOXL1,LOXL1,LOXL1,4016,lysyl oxidase like 1,Other / unclear,no keyword match,"lysyl oxidase like 1 | protein deamination | collagen fibril organization | response to lipopolysaccharide | aorta development | protein-lysine 6-oxidase activity | protein-lysine 6-oxidase activity | protein-lysine 6-oxidase activity | copper ion binding | protein binding | oxidoreductase activity, acting on the ch-nh2 group of donors, oxygen as acceptor"
RFWD2,COP1,COP1,COP1,64326,COP1 E3 ubiquitin ligase,Ubiquitin–proteasome / protein degradation,ubiquitin ligase,cop1 e3 ubiquitin ligase | ubiquitin-dependent protein catabolic process | response to ionizing radiation | protein ubiquitination | positive regulation of proteasomal ubiquitin-dependent protein catabolic process | proteasome-mediated ubiquitin-dependent protein catabolic process | proteasome-mediated ubiquitin-dependent protein catabolic process | negative regulation of fatty acid biosynthetic process | ubiquitin-protein transferase activity | protein binding | ubiquitin protein ligase activity | ubiquitin protein ligase activity | ubiquitin protein ligase activity | ubiquitin protein ligase activity
SCAF8,SCAF8,SCAF8,SCAF8,22828,SR-related CTD associated factor 8,Transcription / chromatin (likely general),dna-templated transcription,"sr-related ctd associated factor 8 | termination of rna polymerase ii transcription | positive regulation of dna-templated transcription, elongation | negative regulation of termination of rna polymerase ii transcription, poly(a)-coupled | negative regulation of termination of rna polymerase ii transcription, poly(a)-coupled | rna polymerase ii complex binding | nucleic acid binding | rna binding | rna binding | mrna binding | protein binding | rna polymerase core enzyme binding | rna polymerase ii c-terminal domain phosphoserine binding | rna polymerase ii c-terminal domain phosphoserine binding"
KANSL3,KANSL3,KANSL3,KANSL3,55683,KAT8 regulatory NSL complex subunit 3,Transcription / chromatin (likely general),transcription by rna pol,kat8 regulatory nsl complex subunit 3 | positive regulation of dna-templated transcription | positive regulation of transcription by rna polymerase ii | regulation of mitochondrial transcription | protein binding
JAK3,JAK3,JAK3,JAK3,3718,Janus kinase 3,GPI-anchor & glycan surface display,glycoprotein biosynthetic,janus kinase 3 | negative regulation of dendritic cell cytokine production | enzyme-linked receptor protein signaling pathway | cell surface receptor signaling pathway via jak-stat | cell surface receptor signaling pathway via jak-stat | cell surface receptor signaling pathway via jak-stat | tyrosine phosphorylation of stat protein | negative regulation of glycoprotein biosynthetic process | cytokine-mediated signaling pathway | cytokine-mediated signaling pathway | cell differentiation | b cell differentiation | negative regulation of interleukin-10 production | negative regulation of interleukin-12 production | intracellular signal transduction | intracellular signal transduction | intracellular signal transduction | interleukin-15-mediated signaling pathway | interleukin-4-mediated signaling pathway | interleukin-4-mediated signaling pathway | interleukin-2-mediated signaling pathway | interleukin-2-mediated signaling pathway | interleukin-7-mediated signaling pathway | interleukin-9-mediated signaling pathway | regulation of apoptotic process | t cell homeostasis | t cell homeostasis | negative regulation of t-helper 1 cell differentiation | regulation of receptor signaling pathway via jak-stat | regulation of receptor signaling pathway via jak-stat | regulation of alpha-beta t cell activation | negative regulation of t cell activation | growth hormone receptor signaling pathway via jak-stat | growth hormone receptor signaling pathway via jak-stat | regulation of t cell apoptotic process | negative regulation of thymocyte apoptotic process | response to interleukin-2 | response to interleukin-4 | response to interleukin-15 | response to interleukin-9 | regulation of leukocyte cell-cell adhesion | negative regulation of t-helper 17 cell lineage commitment | protein kinase activity | protein tyrosine kinase activity | protein tyrosine kinase activity | protein tyrosine kinase activity | protein tyrosine kinase activity | protein tyrosine kinase activity | non-membrane spanning protein tyrosine kinase activity | non-membrane spanning protein tyrosine kinase activity | growth hormone receptor binding | protein binding | atp binding | protein phosphatase binding
TRPT1,TRPT1,TRPT1,TRPT1,83707,tRNA phosphotransferase 1,Spliceosome / RNA processing (likely general),rna splic,"trna phosphotransferase 1 | trna splicing, via endonucleolytic cleavage and ligation | trna 2'-phosphotransferase activity | trna 2'-phosphotransferase activity | trna 2'-phosphotransferase activity | protein binding | transferase activity"
DPP4,DPP4,DPP4,DPP4,1803,dipeptidyl peptidase 4,Polarized exocytosis & fusion,membrane fusion,dipeptidyl peptidase 4 | response to hypoxia | proteolysis | proteolysis | proteolysis | positive regulation of cell population proliferation | negative regulation of extracellular matrix disassembly | peptide hormone processing | receptor-mediated endocytosis of virus by host cell | t cell costimulation | regulation of cell-cell adhesion mediated by integrin | t cell activation | endothelial cell migration | symbiont entry into host cell | receptor-mediated virion attachment to host cell | negative chemotaxis | membrane fusion | negative regulation of neutrophil chemotaxis | glucagon processing | virus receptor activity | protease binding | serine-type endopeptidase activity | serine-type endopeptidase activity | signaling receptor binding | protein binding | serine-type peptidase activity | serine-type peptidase activity | dipeptidyl-peptidase activity | dipeptidyl-peptidase activity | dipeptidyl-peptidase activity | tripeptidyl-peptidase activity | identical protein binding | protein homodimerization activity | chemorepellent activity | chemorepellent activity
NDP,NDP,NDP,NDP,4693,norrin cystine knot growth factor NDP,Cytokine / GPCR / surface receptor signaling,cytokine,norrin cystine knot growth factor ndp | vacuole organization | nervous system development | nervous system development | visual perception | wnt signaling pathway | extracellular matrix-cell signaling | positive regulation of dna-templated transcription | positive regulation of dna-templated transcription | positive regulation of transcription by rna polymerase ii | positive regulation of transcription by rna polymerase ii | decidualization | norrin signaling pathway | norrin signaling pathway | norrin signaling pathway | frizzled binding | frizzled binding | frizzled binding | cytokine activity | cytokine activity | cytokine activity | protein binding | protein homodimerization activity
PHACTR2,PHACTR2,PHACTR2,PHACTR2,9749,phosphatase and actin regulator 2,Actin & Rho signaling,actin cytoskeleton organization,phosphatase and actin regulator 2 | actin cytoskeleton organization | actin binding | protein binding
KCTD10,KCTD10,KCTD10,KCTD10,83892,potassium channel tetramerization domain containing 10,Ubiquitin–proteasome / protein degradation,ubiquitin-protein transferase,potassium channel tetramerization domain containing 10 | ubiquitin-dependent protein catabolic process | ubiquitin-dependent protein catabolic process | protein ubiquitination | protein ubiquitination | protein ubiquitination | negative regulation of rho protein signal transduction | proteasome-mediated ubiquitin-dependent protein catabolic process | proteasome-mediated ubiquitin-dependent protein catabolic process | proteasome-mediated ubiquitin-dependent protein catabolic process | positive regulation of cilium assembly | protein homooligomerization | cilium assembly | establishment of endothelial barrier | positive regulation of ferroptosis | positive regulation of protein k63-linked ubiquitination | ubiquitin-protein transferase activity | notch binding | protein binding | identical protein binding | ubiquitin-like ligase-substrate adaptor activity
WDR44,WDR44,WDR44,WDR44,54521,WD repeat domain 44,Other / unclear,no keyword match,wd repeat domain 44 | regulation of vesicle-mediated transport | regulation of vesicle-mediated transport | cytosolic ciliogenesis | cytosolic ciliogenesis | negative regulation of cilium assembly | protein binding | small gtpase binding | molecular sequestering activity | molecular sequestering activity
RASGEF1B,RASGEF1B,RASGEF1B,RASGEF1B,153020,RasGEF domain family member 1B,Actin & Rho signaling,small gtpase-mediated,rasgef domain family member 1b | small gtpase-mediated signal transduction | ras protein signal transduction | guanyl-nucleotide exchange factor activity | guanyl-nucleotide exchange factor activity | guanyl-nucleotide exchange factor activity | protein binding
SEPN1,SELENON,SELENON,SELENON,57190,selenoprotein N,Other / unclear,no keyword match,selenoprotein n | skeletal muscle satellite cell maintenance involved in skeletal muscle regeneration | skeletal muscle fiber development | calcium ion homeostasis | calcium ion homeostasis | regulation of ryanodine-sensitive calcium-release channel activity | positive regulation of response to oxidative stress | calcium ion binding | protein binding
DGCR2,DGCR2,DGCR2,DGCR2,9993,DiGeorge syndrome critical region gene 2,Other / unclear,no keyword match,digeorge syndrome critical region gene 2 | animal organ morphogenesis | cognition | protein binding
KYNU,KYNU,KYNU,KYNU,8942,kynureninase,Other / unclear,no keyword match,kynureninase | l-tryptophan catabolic process | l-tryptophan catabolic process | l-tryptophan catabolic process | nucleoside phosphate metabolic process | nad+ biosynthetic process | nad+ biosynthetic process | quinolinate biosynthetic process | quinolinate biosynthetic process | response to type ii interferon | 'de novo' nad+ biosynthetic process from l-tryptophan | response to vitamin b6 | purine-containing compound metabolic process | protein binding | pyridoxal phosphate binding | kynureninase activity | kynureninase activity | kynureninase activity | kynureninase activity | kynureninase activity | protein homodimerization activity
